  const extractTitle = (step: DisplayStep): string => {
    // 特殊处理 loading 占位符
    if (step.id === "thinking-placeholder" || (!step.thought && !step.action && !step.observation)) {
      return t("thinking");
    }

    // Helper to extract meaningful text from content
    const extractFromContent = (content: string): string => {
      if (!content || !content.trim()) return '';

      const finalAnswer = extractFinalAnswer(content);
      if (finalAnswer) {
        return extractFromContent(finalAnswer);
      }

      // 预处理：移除首尾的代码块标记 	/g, '') // Remove links but keep text .replace(/\[([^\]]+)\]\([^)]+\)/g, '$1') // Remove blockquotes .replace(/^>\s+/gm, '') // Remove horizontal rules .replace(/^[-*_]{3,}\s*$/gm, '') // Clean up extra whitespace .replace(/\s+/g, ' ') .trim(); }; // Extract title from step content (prioritize observation result, then action, then thought) const extractTitle = (step: DisplayStep): string => { // loading if (step.id === "thinking-placeholder" || (!step.thought && !step.action && !step.observation)) { return t("thinking"); } // Helper to extract meaningful text from content const extractFromContent = (content: string): string => { if (!content || !content.trim()) return ''; const finalAnswer = extractFinalAnswer(content); if (finalAnswer) { return extractFromContent(finalAnswer); } // ： Code block — translated from Chinese
 标记及其所在行
      const lines = processedContent.split('\n');
      const filteredLines = lines.filter(line => {
        const trimmed = line.trim();
        // 跳过 	const lines = processedContent.split('\n'); const filteredLines = lines.filter(line => { const trimmed = line.trim(); // — translated from Chinese
自建 GitLab 实例的 URL 未配置	GitLab URL — translated from Chinese
文件已保存到: ${savedPath}\n请在 Files App 中查看	File Save : ${savedPath}\n Files App — translated from Chinese
无法打开文件	None File — translated from Chinese
请选择存在的 Markdown 文件	Markdown File — translated from Chinese
正在准备系统打印窗口…	… — translated from Chinese
以下节点是用户为本次对话明确选中的操作对象；连线包含用户选中的连线，以及所选节点之间已有的关联。回答或调用画布工具时优先使用这些精确 ID；除非用户明确要求，不要修改未选中的元素。	Yes Chat ； ， 。Answer Tool ID； ， 。 — translated from Chinese
以下是用户关联的整个画布。回答时请结合节点内容与连线关系；调用画布工具时使用这里提供的精确 ID。	Yes 。Answer ； Tool ID。 — translated from Chinese
## 用户选择的画布节点与关系	## — translated from Chinese
## 用户关联的画布	## — translated from Chinese
节点：	： — translated from Chinese
连线：	： — translated from Chinese
## 用户通过 @ 关联的文件	## @ File — translated from Chinese
## 用户通过 @ 关联的记录	## @ — translated from Chinese
## 用户关联的笔记文件夹	## Folder — translated from Chinese
如果当前请求需要查找用户笔记，请优先使用 note_search_files，并将 folderPath 设置为这个相对路径。不要在没有必要时搜索。	， note_search_files， folderPath 。 。 — translated from Chinese
画布：${context.canvasTitle}（ID: ${context.canvasId}）	：${context.canvasTitle}（ID: ${context.canvasId}） — translated from Chinese
已成功生成文件：	Successfully generated file:
后续校验或附加步骤失败：${failureMessage}	Failed：${failureMessage} — translated from Chinese
## 当前打开的笔记\n文件路径: ${articleStore.activeFilePath}\n\n内容:\n${articleStore.currentArticle}\n\n	## \nFile : ${articleStore.activeFilePath}\n\n :\n${articleStore.currentArticle}\n\n — translated from Chinese
## 用户关联的笔记文件夹\n用户关联了文件夹“${linkedResource.name}”（${linkedResource.relativePath}）。需要查找笔记时优先使用这个 folderPath。\n\n	## Folder\n Folder“${linkedResource.name}”（${linkedResource.relativePath}）。 folderPath。\n\n — translated from Chinese
 : ''}## 关联文件完整内容\n${linkedResource.relativePath}\n\n${linkedFileContent}\n\n	''}## File \n${linkedResource.relativePath}\n\n${linkedFileContent}\n\n — translated from Chinese
## 用户引用内容\n文件: ${quoteData.fileName}\n范围: ${quoteData.from}-${quoteData.to}\n\n${quoteData.fullContent}\n\n	## Quote \nFile: ${quoteData.fileName}\n : ${quoteData.from}-${quoteData.to}\n\n${quoteData.fullContent}\n\n — translated from Chinese
文件：${file.relativePath}	File：${file.relativePath}
记录：${record.fileName}	：${record.fileName} — translated from Chinese
用户关联了文件夹“${linkedResource.name}”（${linkedResource.relativePath}）。	Folder“${linkedResource.name}”（${linkedResource.relativePath}）。 — translated from Chinese
\n## 关联文件完整内容\n\nThe full content of the linked file "${linkedResource.name}" (${linkedResource.relativePath}) is already included below. Do not call tools to read or check this same file again unless the user explicitly asks to refresh it.\n\n---\n${linkedFileContent}\n---\n	\n## File \n\nThe full content of the linked file "${linkedResource.name}" (${linkedResource.relativePath}) is already included below. Do not call tools to read or check this same file again unless the user explicitly asks to refresh it.\n\n---\n${linkedFileContent}\n---\n — translated from Chinese
第 ${startLine} 行	${startLine} — translated from Chinese
第 ${startLine}-${endLine} 行	${startLine}-${endLine} — translated from Chinese
\n## 📌 用户引用内容

用户引用了笔记 "${fileName}" ${lineInfo}的以下内容：

---
${fullContent}
---

${hasValidRange ? 	\n## 📌 Quote Quote "${fileName}" ${lineInfo} ： --- ${fullContent} --- ${hasValidRange ? — translated from Chinese
}

请基于这段引用内容回答用户的问题。

	}

Answer the user using this quoted content.


· 执行 ${modelExecutionCount} 次	· ${modelExecutionCount} — translated from Chinese
帮我写一篇笔记	Translated message
帮我总结这段内容	Summarize — translated from Chinese
帮我头脑风暴一些想法	Translated message
Agent 请求执行需要确认的操作。	Agent Confirm 。 — translated from Chinese
检测到安装风险	Install — translated from Chinese
加载文件失败:	FileFailed — translated from Chinese
完整更新后的 Markdown	Update Markdown — translated from Chinese
生成文件预览失败:	File Failed — translated from Chinese
已关联当前编辑器文件：${filePath.split('/').pop() || filePath}
你可以直接基于下面的行号和版本使用 editor_replace_lines。

编辑器版本：v${editorContent.version}
行号预览：
\`\`\`
${previewLines.join('\n')}
\`\`\`${truncatedNote}

优先使用：
- 修改某个区块/列表：editor_replace_lines({startLine: 4, endLine: 5, replaceContent: "新内容", version: ${editorContent.version}})
- 仅在有精确选区位置时才使用 from/to
	File：${filePath.split('/').pop() || filePath} editor_replace_lines。 ：v${editorContent.version} ： \`\`\` ${previewLines.join('\n')} \`\`\`${truncatedNote} ： - /List：editor_replace_lines({startLine: 4, endLine: 5, replaceContent: " ", version: ${editorContent.version}}) - from/to — translated from Chinese
文件 ${filePath.split('/').pop() || filePath} 不存在或已被删除	File ${filePath.split('/').pop() || filePath} — translated from Chinese
已关联文件：${filePath.split('/').pop() || filePath}
如需修改这个非当前编辑器文件，请基于完整内容生成更新后的 Markdown，并使用 note_update_file 写入。

行号预览：
\`\`\`
${previewLines.join('\n')}
\`\`\`${truncatedNote}

使用示例：
- 更新文件：note_update_file({filePath: "${filePath}", content: "完整更新后的 Markdown"})
	File：${filePath.split('/').pop() || filePath} File， Update Markdown， note_update_file 。 ： \`\`\` ${previewLines.join('\n')} \`\`\`${truncatedNote} ： - UpdateFile：note_update_file({filePath: "${filePath}", content: " Update Markdown"}) — translated from Chinese
已关联文件：${filePath.split('/').pop() || filePath}
（无法读取文件内容）	File：${filePath.split('/').pop() || filePath} （None File ） — translated from Chinese
删除文件失败: 	Failed to delete file: 
删除操作返回失败	Failed — translated from Chinese
[handleDeleteSyncFile] 删除远程文件失败:	[handleDeleteSyncFile] FileFailed — translated from Chinese
向量计算失败:	Vector Failed — translated from Chinese
删除向量失败:	VectorFailed — translated from Chinese
重新识别录音失败:	Failed — translated from Chinese
停止录音失败:	Failed — translated from Chinese
音频数据为空	Translated message
文件选择失败:	File Failed — translated from Chinese
文件选择失败	File Failed — translated from Chinese
文件处理失败:	File Failed — translated from Chinese
文件处理失败	File Failed — translated from Chinese
PDF 文本提取失败	PDF Text Failed — translated from Chinese
${charCount} 字 · ${lineCount} 行	${charCount} · ${lineCount} — translated from Chinese
选择工作区目录	Translated message
撤销 (${modKey}+Z)	(${modKey}+Z) — translated from Chinese
重做 (${modKey}+Shift+Z)	(${modKey}+Shift+Z) — translated from Chinese
路径已复制	Copied — translated from Chinese
更多写作工具	Tool — translated from Chinese
编辑图片地址	Image — translated from Chinese
编辑图片说明	Image — translated from Chinese
更多表格操作	Table — translated from Chinese
插入或切换为二级标题	Heading 2 — translated from Chinese
从本地选择图片插入当前光标位置	Local Image — translated from Chinese
润色选中文本	Chinese — translated from Chinese
精简选中文本	Chinese — translated from Chinese
扩写选中文本	Chinese — translated from Chinese
根据光标前后内容续写	Continue — translated from Chinese
在当前位置补充一个完整段落	Paragraph — translated from Chinese
基于当前笔记生成摘要	Translated message
输入图片地址	Image — translated from Chinese
输入图片说明	Image — translated from Chinese
删除当前行	Translated message
删除当前列	Translated message
删除整个表格	Table — translated from Chinese
编辑器滚动条	Translated message
无法读取画布或当前 Markdown 文件	None Markdown File — translated from Chinese
无法获取文件路径	None File — translated from Chinese
当前拖拽来源没有提供真实文件路径，无法生成可打开的链接。	File ，None Link。 — translated from Chinese
自定义指令失败	Custom instructionFailed
请输入指令	Translated message
无法获取图片记录的本地文件路径	None Image LocalFile — translated from Chinese
请提供 content、range、searchContent 或 startLine/endLine 参数	content、range、searchContent startLine/endLine — translated from Chinese
插入行内公式	Inline math — translated from Chinese
插入块级公式	Block math — translated from Chinese
/.test(text) || // 行内代码
    /\$\$[\s\S]+?\$\$/.test(text) || // 块级公式
    /(^|[^\$])\$[^\$\n]+\$(?!\$)/.test(text) // 行内公式
  )
}

function runDeferredEditorCommand(onSuccess: () => void, onError: (error: unknown) => void) {
  setTimeout(() => {
    try {
      onSuccess()
    } catch (error) {
      console.error('[TipTap Editor] Deferred editor command failed:', error)
      onError(error)
    }
  }, 0)
}

interface TipTapEditorProps {
  initialContent: string
  onChange?: (content: string) => void
  placeholder?: string
  editable?: boolean
  activeFilePath?: string
  onReady?: () => void
  onEditorReady?: (editor: TipTapReactEditor) => void
  outlineOpen?: boolean
  outlinePosition?: OutlinePosition
  outlineWidth?: number
  onToggleOutline?: () => void
  autoScroll?: boolean
  showOverlay?: boolean
  showFooterBar?: boolean
  contentInset?: boolean
  scrollable?: boolean
  mobileMode?: boolean
  applyLayoutPreferences?: boolean
  onTerminate?: () => void
}

type MobileSelectionContext =
  | {
      mode: 'text'
      from: number
      to: number
      previewText: string
      actions: string[]
    }
  | {
      mode: 'image'
      pos: number
      src: string
      alt: string
      actions: string[]
    }
  | {
      mode: 'table'
      from: number
      actions: string[]
    }
  | null

type MobileSheetMode =
  | 'insert'
  | 'format'
  | 'ai'
  | 'ai-write'
  | 'ai-custom'
  | 'mobile-more'
  | 'image-src'
  | 'image-alt'
  | 'table-align'
  | 'table-more'
  | null

function blurActiveEditableElement() {
  const activeElement = document.activeElement
  if (
    activeElement instanceof HTMLElement
    && activeElement.matches('input, textarea, select, [contenteditable]:not([contenteditable="false"])')
  ) {
    activeElement.blur()
  }
}

function clampSelectionPosition(value: number, docSize: number): number {
  return Math.max(0, Math.min(value, docSize))
}

function getEditorUndoRedoState(editor: CoreEditor): { undo: boolean; redo: boolean } {
  return {
    undo: undoDepth(editor.state) > 0,
    redo: redoDepth(editor.state) > 0,
  }
}

function emitEditorUndoRedoState(editor: CoreEditor): void {
  emitter.emit('editor-undo-redo-changed', getEditorUndoRedoState(editor))
}

function resetEditorHistory(editor: CoreEditor): void {
  const { state } = editor
  const nextState = EditorState.create({
    doc: state.doc,
    selection: state.selection,
    storedMarks: state.storedMarks,
    plugins: state.plugins,
  })

  editor.view.updateState(nextState)
}

function setEditorContentWithoutUndo(editor: CoreEditor, content: string): void {
  editor
    .chain()
    .setMeta('addToHistory', false)
    .setContent(content, { contentType: 'markdown' })
    .run()

  resetEditorHistory(editor)
  emitEditorUndoRedoState(editor)
}

export function TipTapEditor({
  initialContent,
  onChange,
  placeholder,
  editable = true,
  activeFilePath = '',
  onReady,
  onEditorReady,
  outlineOpen,
  outlinePosition = 'right',
  outlineWidth = DEFAULT_OUTLINE_WIDTH,
  onToggleOutline,
  autoScroll = false,
  showOverlay = false,
  showFooterBar = true,
  contentInset = true,
  scrollable = true,
  mobileMode,
  applyLayoutPreferences = false,
  onTerminate,
}: TipTapEditorProps) {
  const t = useTranslations('editor')
  const tMermaid = useTranslations('editor.mermaid.templates')
  const tImage = useTranslations('editor.image')
  const tSourceMode = useTranslations('settings.editor.sourceMode')
  const pendingQuote = useChatStore((state) => state.pendingQuote)
  const pendingSearchKeyword = useArticleStore((state) => state.pendingSearchKeyword)
  const setPendingSearchKeyword = useArticleStore((state) => state.setPendingSearchKeyword)
  const setEditorViewState = useArticleStore((state) => state.setEditorViewState)
  const getEditorViewState = useArticleStore((state) => state.getEditorViewState)

  const placeholderText = placeholder || t('placeholder')
  const isMobile = mobileMode ?? isMobileDevice()
  const [isRestoringMobileView, setIsRestoringMobileView] = useState(isMobile)
  const [sourceMarkdown, setSourceMarkdown] = useState(initialContent)

  // Use ref for autoScroll to avoid infinite re-render loop
  const autoScrollRef = useRef(autoScroll)
  autoScrollRef.current = autoScroll

  const {
    contentTextScale,
    editorContentWidth,
    editorLineHeight,
    editorViewMode,
    showSourceLineNumbers,
    editorSourceWrap,
    showEditorUndoRedo,
    showMobileEditorToolbar,
    enableOutline,
    setEditorViewMode,
  } = useSettingStore()
  const viewMode: EditorViewMode = applyLayoutPreferences
    ? editorViewMode
    : 'visual'
  const previousViewModeRef = useRef<EditorViewMode>(viewMode)

  // 编辑器容器 ref，用于应用字体缩放
  const editorContainerRef = useRef<HTMLDivElement>(null)
  const scrollContainerRef = useRef<HTMLDivElement>(null)
  const sourceTextareaRef = useRef<HTMLTextAreaElement>(null)
  const sourceMirrorRef = useRef<HTMLDivElement>(null)
  const sourceLines = useMemo(() => sourceMarkdown.split('\n'), [sourceMarkdown])
  const [sourceLineHeights, setSourceLineHeights] = useState<number[]>([])
  const measuredSourceHeight = sourceLineHeights.length === sourceLines.length
    ? sourceLineHeights.reduce((total, height) => total + height, 48)
    : undefined

  useLayoutEffect(() => {
    if (viewMode !== 'source') return

    const textarea = sourceTextareaRef.current
    const mirror = sourceMirrorRef.current
    if (!textarea || !mirror) return

    let frameId: number | null = null
    const measureLines = () => {
      mirror.style.width = editorSourceWrap
        ? 	/.test(text) || // /\$\$[\s\S]+?\$\$/.test(text) || // Block math /(^|[^\$])\$[^\$\n]+\$(?!\$)/.test(text) // Inline math ) } function runDeferredEditorCommand(onSuccess: () => void, onError: (error: unknown) => void) { setTimeout(() => { try { onSuccess() } catch (error) { console.error('[TipTap Editor] Deferred editor command failed:', error) onError(error) } }, 0) } interface TipTapEditorProps { initialContent: string onChange?: (content: string) => void placeholder?: string editable?: boolean activeFilePath?: string onReady?: () => void onEditorReady?: (editor: TipTapReactEditor) => void outlineOpen?: boolean outlinePosition?: OutlinePosition outlineWidth?: number onToggleOutline?: () => void autoScroll?: boolean showOverlay?: boolean showFooterBar?: boolean contentInset?: boolean scrollable?: boolean mobileMode?: boolean applyLayoutPreferences?: boolean onTerminate?: () => void } type MobileSelectionContext = | { mode: 'text' from: number to: number previewText: string actions: string[] } | { mode: 'image' pos: number src: string alt: string actions: string[] } | { mode: 'table' from: number actions: string[] } | null type MobileSheetMode = | 'insert' | 'format' | 'ai' | 'ai-write' | 'ai-custom' | 'mobile-more' | 'image-src' | 'image-alt' | 'table-align' | 'table-more' | null function blurActiveEditableElement() { const activeElement = document.activeElement if ( activeElement instanceof HTMLElement && activeElement.matches('input, textarea, select, [contenteditable]:not([contenteditable="false"])') ) { activeElement.blur() } } function clampSelectionPosition(value: number, docSize: number): number { return Math.max(0, Math.min(value, docSize)) } function getEditorUndoRedoState(editor: CoreEditor): { undo: boolean; redo: boolean } { return { undo: undoDepth(editor.state) > 0, redo: redoDepth(editor.state) > 0, } } function emitEditorUndoRedoState(editor: CoreEditor): void { emitter.emit('editor-undo-redo-changed', getEditorUndoRedoState(editor)) } function resetEditorHistory(editor: CoreEditor): void { const { state } = editor const nextState = EditorState.create({ doc: state.doc, selection: state.selection, storedMarks: state.storedMarks, plugins: state.plugins, }) editor.view.updateState(nextState) } function setEditorContentWithoutUndo(editor: CoreEditor, content: string): void { editor .chain() .setMeta('addToHistory', false) .setContent(content, { contentType: 'markdown' }) .run() resetEditorHistory(editor) emitEditorUndoRedoState(editor) } export function TipTapEditor({ initialContent, onChange, placeholder, editable = true, activeFilePath = '', onReady, onEditorReady, outlineOpen, outlinePosition = 'right', outlineWidth = DEFAULT_OUTLINE_WIDTH, onToggleOutline, autoScroll = false, showOverlay = false, showFooterBar = true, contentInset = true, scrollable = true, mobileMode, applyLayoutPreferences = false, onTerminate, }: TipTapEditorProps) { const t = useTranslations('editor') const tMermaid = useTranslations('editor.mermaid.templates') const tImage = useTranslations('editor.image') const tSourceMode = useTranslations('settings.editor.sourceMode') const pendingQuote = useChatStore((state) => state.pendingQuote) const pendingSearchKeyword = useArticleStore((state) => state.pendingSearchKeyword) const setPendingSearchKeyword = useArticleStore((state) => state.setPendingSearchKeyword) const setEditorViewState = useArticleStore((state) => state.setEditorViewState) const getEditorViewState = useArticleStore((state) => state.getEditorViewState) const placeholderText = placeholder || t('placeholder') const isMobile = mobileMode ?? isMobileDevice() const [isRestoringMobileView, setIsRestoringMobileView] = useState(isMobile) const [sourceMarkdown, setSourceMarkdown] = useState(initialContent) // Use ref for autoScroll to avoid infinite re-render loop const autoScrollRef = useRef(autoScroll) autoScrollRef.current = autoScroll const { contentTextScale, editorContentWidth, editorLineHeight, editorViewMode, showSourceLineNumbers, editorSourceWrap, showEditorUndoRedo, showMobileEditorToolbar, enableOutline, setEditorViewMode, } = useSettingStore() const viewMode: EditorViewMode = applyLayoutPreferences ? editorViewMode : 'visual' const previousViewModeRef = useRef<EditorViewMode>(viewMode) // ref， const editorContainerRef = useRef<HTMLDivElement>(null) const scrollContainerRef = useRef<HTMLDivElement>(null) const sourceTextareaRef = useRef<HTMLTextAreaElement>(null) const sourceMirrorRef = useRef<HTMLDivElement>(null) const sourceLines = useMemo(() => sourceMarkdown.split('\n'), [sourceMarkdown]) const [sourceLineHeights, setSourceLineHeights] = useState<number[]>([]) const measuredSourceHeight = sourceLineHeights.length === sourceLines.length ? sourceLineHeights.reduce((total, height) => total + height, 48) : undefined useLayoutEffect(() => { if (viewMode !== 'source') return const textarea = sourceTextareaRef.current const mirror = sourceMirrorRef.current if (!textarea || !mirror) return let frameId: number | null = null const measureLines = () => { mirror.style.width = editorSourceWrap ? — translated from Chinese

        : 'max-content'
      const nextHeights = Array.from(
        mirror.children,
        (line) => line.getBoundingClientRect().height
      )

      setSourceLineHeights((currentHeights) => (
        currentHeights.length === nextHeights.length
        && currentHeights.every((height, index) => height === nextHeights[index])
          ? currentHeights
          : nextHeights
      ))
    }
    const scheduleMeasure = () => {
      if (frameId !== null) cancelAnimationFrame(frameId)
      frameId = requestAnimationFrame(() => {
        frameId = null
        measureLines()
      })
    }

    const resizeObserver = new ResizeObserver(scheduleMeasure)
    resizeObserver.observe(textarea)
    scheduleMeasure()

    return () => {
      resizeObserver.disconnect()
      if (frameId !== null) cancelAnimationFrame(frameId)
    }
  }, [editorLineHeight, editorSourceWrap, sourceLines, viewMode])

  // Math dialog state
  const [mathDialogOpen, setMathDialogOpen] = useState(false)
  const [mathType, setMathType] = useState<'inline' | 'block'>('inline')

  // Search and replace panel state
  const [searchReplaceOpen, setSearchReplaceOpen] = useState(false)
  const [mobileContext, setMobileContext] = useState<MobileSelectionContext>(null)
  const [mobileSheetMode, setMobileSheetMode] = useState<MobileSheetMode>(null)
  const [mobileOutlineOpen, setMobileOutlineOpen] = useState(isMobile && enableOutline)
  const [showMobileScrollTop, setShowMobileScrollTop] = useState(false)
  const [imageSrcDraft, setImageSrcDraft] = useState('')
  const [imageAltDraft, setImageAltDraft] = useState('')
  const [customAiInstruction, setCustomAiInstruction] = useState('')
  const [isCanvasDragOver, setIsCanvasDragOver] = useState(false)
  const [isCanvasDropPending, setIsCanvasDropPending] = useState(false)
  const aiActionHandlersRef = useRef({
    polish: async () => {},
    concise: async () => {},
    expand: async () => {},
    translate: async (targetLanguage: string) => {
      void targetLanguage
    },
  })

  const isInitializedRef = useRef(false)
  const initializedForPathRef = useRef<string | null>(null)
  const externalUpdateCounterRef = useRef(0)
  const pendingSyncUpdateRef = useRef<{ path: string; content: string } | null>(null)
  const restoredViewPathRef = useRef<string | null>(null)
  const lastViewStateRef = useRef<{ path: string; selectionFrom: number; selectionTo: number; scrollTop: number } | null>(null)

  // Bug fix: Track when editor is ready (has caught up with content)
  const isReadyRef = useRef(false)
  // Bug fix: Track if this is the first onUpdate after initialization
  const isFirstUpdateRef = useRef(true)

  // Content version ref for race condition prevention between editor and agent
  const contentVersionRef = useRef(0)
  const markdownChangeTimerRef = useRef<ReturnType<typeof setTimeout> | null>(null)
  const hasPendingMarkdownChangeRef = useRef(false)
  const onChangeRef = useRef(onChange)
  const viewStatePersistTimerRef = useRef<ReturnType<typeof setTimeout> | null>(null)
  const editorDragHandleTargetRef = useRef<{ editor: CoreEditor; from: number; to: number } | null>(null)
  const editorBlockPointerDragStateRef = useRef<EditorBlockPointerDragState | null>(null)
  const editorShortcuts = useEditorShortcutStore((state) => state.shortcuts)
  const editorShortcutsRef = useRef(editorShortcuts)
  const editorShortcutHandlersRef = useRef<Partial<Record<EditorShortcutCommandId, (targetEditor: CoreEditor) => boolean>>>({})
  const [openAiMenuSignal, setOpenAiMenuSignal] = useState(0)
  const [openTranslateMenuSignal, setOpenTranslateMenuSignal] = useState(0)
  const [openLinkInputSignal, setOpenLinkInputSignal] = useState(0)

  useEffect(() => {
    editorShortcutsRef.current = editorShortcuts
  }, [editorShortcuts])

  useEffect(() => {
    onChangeRef.current = onChange
  }, [onChange])

  const flushMarkdownChange = useCallback((targetEditor: TipTapReactEditor) => {
    if (markdownChangeTimerRef.current) {
      clearTimeout(markdownChangeTimerRef.current)
      markdownChangeTimerRef.current = null
    }

    if (!hasPendingMarkdownChangeRef.current || targetEditor.isDestroyed) {
      return
    }

    hasPendingMarkdownChangeRef.current = false
    const markdown = normalizeMarkdownPlaceholders(targetEditor.getMarkdown())
    onChangeRef.current?.(markdown)
  }, [])

  const scheduleMarkdownChange = useCallback((targetEditor: TipTapReactEditor) => {
    hasPendingMarkdownChangeRef.current = true
    if (markdownChangeTimerRef.current) {
      clearTimeout(markdownChangeTimerRef.current)
    }

    markdownChangeTimerRef.current = setTimeout(() => {
      markdownChangeTimerRef.current = null
      flushMarkdownChange(targetEditor)
    }, 500)
  }, [flushMarkdownChange])

  const runEditorShortcutCommand = useCallback((id: EditorShortcutCommandId, targetEditor: CoreEditor) => {
    return editorShortcutHandlersRef.current[id]?.(targetEditor) ?? false
  }, [])

  // When file path changes, reset initialization state to avoid old file content overwriting new file
  useEffect(() => {
    if (initializedForPathRef.current !== activeFilePath && activeFilePath) {
      isInitializedRef.current = false
      isReadyRef.current = false
      isFirstUpdateRef.current = true
      initializedForPathRef.current = activeFilePath
      pendingSyncUpdateRef.current = null
      restoredViewPathRef.current = null
      setSourceMarkdown(initialContent)
      setIsRestoringMobileView(isMobile)
    }
  }, [activeFilePath, initialContent, isMobile])

  const editor = useEditor({
    immediatelyRender: false,
    extensions: [
      EditorShortcutsExtension.configure({
        getShortcuts: () => editorShortcutsRef.current,
        runCommand: runEditorShortcutCommand,
      }),
      StarterKit.configure({
        heading: {
          levels: [1, 2, 3, 4, 5, 6],
        },
        codeBlock: false,
        link: false,
        paragraph: false,
        underline: false,
        dropcursor: false,
      }),
      MarkdownParagraph,
      Placeholder.configure({
        placeholder: placeholderText,
        showOnlyCurrent: true,
      }),
      Link.configure({
        openOnClick: false,
        protocols: ['file'],
      }),
      TaskList,
      TaskItem.configure({
        nested: true,
      }),
      StableCodeBlockLowlight.configure({
        lowlight,
      }),
      CharacterCount,
      Highlight.configure({
        multicolor: true,
      }),
      Underline,
      TextAlign.configure({
        types: ['heading', 'paragraph'],
      }),
      Typography,
      SearchAndReplace,
      Dropcursor,
      ...(!isMobile
        ? [
            DragHandle.configure({
              render: createDragHandleElement,
              onNodeChange: (options) => {
                const { editor: targetEditor, node } = options
                const pos = (options as typeof options & { pos?: number }).pos

                editorDragHandleTargetRef.current = node && typeof pos === 'number' && pos >= 0
                  ? { editor: targetEditor, from: pos, to: pos + node.nodeSize }
                  : null
              },
              computePositionConfig: {
                middleware: [
                  {
                    name: 'editorDragHandleOffset',
                    fn: ({ x, y, elements }) => {
                      const editorDom = elements.floating.parentElement
                        ?.parentElement
                        ?.querySelector<HTMLElement>('.ProseMirror')

                      if (!editorDom) {
                        return { x: x - 8, y }
                      }

                      const editorRect = editorDom.getBoundingClientRect()
                      const editorPaddingLeft = Number.parseFloat(getComputedStyle(editorDom).paddingLeft) || 0
                      const contentLeft = editorRect.left + editorPaddingLeft
                      const referenceLeft = elements.reference.getBoundingClientRect().left

                      return {
                        x: x + contentLeft - referenceLeft - 8,
                        y,
                      }
                    },
                  },
                ],
              },
              nested: true,
            }),
          ]
        : []),
      Table.configure({
        resizable: true,
      }),
      TableRow,
      TableHeader,
      TableCell,
      Markdown.configure({
        indentation: {
          style: 'space',
          size: 2,
        },
      }),
      SlashCommand.configure({
        suggestion: suggestionOptions,
      }),
      QuoteMark,
      AISuggestion,
      AiSuggestionHighlight,
      AgentDiffPreview,
      InlineMath,
      BlockMath,
      MermaidDiagram,
      Image.extend({
        addAttributes() {
          return {
            ...this.parent?.(),
            relativeSrc: {
              default: null,
              parseHTML: (element) => element.getAttribute('data-relative-src'),
              renderHTML: (attributes) => {
                return {
                  'data-relative-src': attributes.relativeSrc,
                }
              },
            },
          }
        },
        parseHTML() {
          return [
            {
              tag: 'img[src]',
              getAttrs: (element) => {
                const src = element.getAttribute('src')
                const relativeSrc = element.getAttribute('data-relative-src') || src
                const width = getImageDimensionFromElement(element, 'width')
                const height = getImageDimensionFromElement(element, 'height')
                const uploading = element.getAttribute('data-uploading') === 'true'
                // 如果是相对路径（非 http/https/asset://），转换为 asset://
                if (shouldTransformImageSrcToWorkspaceAsset(src)) {
                  // 这里不能直接调用 async 函数，需要在后续处理
                  return {
                    src, // 先保持原样，后续通过其他方式处理
                    relativeSrc: src,
                    alt: element.getAttribute('alt') || '',
                    title: element.getAttribute('title') || null,
                    width,
                    height,
                    uploading,
                  }
                }
                return {
                  src,
                  relativeSrc,
                  alt: element.getAttribute('alt') || '',
                  title: element.getAttribute('title') || null,
                  width,
                  height,
                  uploading,
                }
              },
            },
          ]
        },
        renderHTML({ node }) {
          const width = parseImageDimension(node.attrs.width)
          const height = parseImageDimension(node.attrs.height)
          const style = [
